trial_id,source_filename,open_reference_relpath,open_reference_url,item1_role,item1_relpath,item1_url,item2_role,item2_relpath,item2_url,item3_role,item3_relpath,item3_url,item4_role,item4_relpath,item4_url,item5_role,item5_relpath,item5_url,item6_role,item6_relpath,item6_url,item7_role,item7_relpath,item7_url,item8_role,item8_relpath,item8_url
11,p360_014.wav,ref/11_p360_014.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/11_p360_014.wav,sys6,sys6/11_p360_014.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/11_p360_014.wav,sys2,sys2/11_p360_014.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/11_p360_014.wav,hidden_ref,hidden_ref/11_p360_014.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/11_p360_014.wav,sys4,sys4/11_p360_014.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/11_p360_014.wav,sys5,sys5/11_p360_014.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/11_p360_014.wav,sys3,sys3/11_p360_014.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/11_p360_014.wav,sys1,sys1/11_p360_014.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/11_p360_014.wav,anchor,anchor/11_p360_014.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/11_p360_014.wav
12,p360_031.wav,ref/12_p360_031.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/12_p360_031.wav,sys5,sys5/12_p360_031.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/12_p360_031.wav,sys6,sys6/12_p360_031.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/12_p360_031.wav,hidden_ref,hidden_ref/12_p360_031.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/12_p360_031.wav,sys1,sys1/12_p360_031.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/12_p360_031.wav,sys3,sys3/12_p360_031.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/12_p360_031.wav,sys2,sys2/12_p360_031.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/12_p360_031.wav,anchor,anchor/12_p360_031.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/12_p360_031.wav,sys4,sys4/12_p360_031.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/12_p360_031.wav
13,p360_318.wav,ref/13_p360_318.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/13_p360_318.wav,sys1,sys1/13_p360_318.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/13_p360_318.wav,sys3,sys3/13_p360_318.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/13_p360_318.wav,sys5,sys5/13_p360_318.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/13_p360_318.wav,sys6,sys6/13_p360_318.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/13_p360_318.wav,sys4,sys4/13_p360_318.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/13_p360_318.wav,hidden_ref,hidden_ref/13_p360_318.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/13_p360_318.wav,sys2,sys2/13_p360_318.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/13_p360_318.wav,anchor,anchor/13_p360_318.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/13_p360_318.wav
14,p374_239.wav,ref/14_p374_239.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/14_p374_239.wav,hidden_ref,hidden_ref/14_p374_239.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/14_p374_239.wav,anchor,anchor/14_p374_239.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/14_p374_239.wav,sys4,sys4/14_p374_239.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/14_p374_239.wav,sys1,sys1/14_p374_239.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/14_p374_239.wav,sys2,sys2/14_p374_239.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/14_p374_239.wav,sys6,sys6/14_p374_239.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/14_p374_239.wav,sys3,sys3/14_p374_239.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/14_p374_239.wav,sys5,sys5/14_p374_239.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/14_p374_239.wav
15,p361_254.wav,ref/15_p361_254.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/15_p361_254.wav,sys4,sys4/15_p361_254.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/15_p361_254.wav,hidden_ref,hidden_ref/15_p361_254.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/15_p361_254.wav,anchor,anchor/15_p361_254.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/15_p361_254.wav,sys1,sys1/15_p361_254.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/15_p361_254.wav,sys2,sys2/15_p361_254.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/15_p361_254.wav,sys3,sys3/15_p361_254.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/15_p361_254.wav,sys6,sys6/15_p361_254.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/15_p361_254.wav,sys5,sys5/15_p361_254.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/15_p361_254.wav
16,p361_400.wav,ref/16_p361_400.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/16_p361_400.wav,sys5,sys5/16_p361_400.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/16_p361_400.wav,sys6,sys6/16_p361_400.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/16_p361_400.wav,hidden_ref,hidden_ref/16_p361_400.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/16_p361_400.wav,sys4,sys4/16_p361_400.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/16_p361_400.wav,sys3,sys3/16_p361_400.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/16_p361_400.wav,sys2,sys2/16_p361_400.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/16_p361_400.wav,sys1,sys1/16_p361_400.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/16_p361_400.wav,anchor,anchor/16_p361_400.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/16_p361_400.wav
17,p364_009.wav,ref/17_p364_009.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/17_p364_009.wav,sys2,sys2/17_p364_009.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/17_p364_009.wav,sys4,sys4/17_p364_009.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/17_p364_009.wav,sys3,sys3/17_p364_009.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/17_p364_009.wav,sys5,sys5/17_p364_009.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/17_p364_009.wav,hidden_ref,hidden_ref/17_p364_009.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/17_p364_009.wav,sys6,sys6/17_p364_009.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/17_p364_009.wav,anchor,anchor/17_p364_009.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/17_p364_009.wav,sys1,sys1/17_p364_009.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/17_p364_009.wav
18,p364_288.wav,ref/18_p364_288.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/18_p364_288.wav,anchor,anchor/18_p364_288.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/18_p364_288.wav,sys6,sys6/18_p364_288.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/18_p364_288.wav,sys4,sys4/18_p364_288.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/18_p364_288.wav,hidden_ref,hidden_ref/18_p364_288.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/18_p364_288.wav,sys2,sys2/18_p364_288.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/18_p364_288.wav,sys3,sys3/18_p364_288.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/18_p364_288.wav,sys5,sys5/18_p364_288.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/18_p364_288.wav,sys1,sys1/18_p364_288.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/18_p364_288.wav
19,p361_171.wav,ref/19_p361_171.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/19_p361_171.wav,sys4,sys4/19_p361_171.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/19_p361_171.wav,sys1,sys1/19_p361_171.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/19_p361_171.wav,hidden_ref,hidden_ref/19_p361_171.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/19_p361_171.wav,sys3,sys3/19_p361_171.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/19_p361_171.wav,sys2,sys2/19_p361_171.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/19_p361_171.wav,sys6,sys6/19_p361_171.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/19_p361_171.wav,anchor,anchor/19_p361_171.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/19_p361_171.wav,sys5,sys5/19_p361_171.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/19_p361_171.wav
20,p376_334.wav,ref/20_p376_334.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/ref/20_p376_334.wav,hidden_ref,hidden_ref/20_p376_334.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/hidden_ref/20_p376_334.wav,sys6,sys6/20_p376_334.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys6/20_p376_334.wav,sys3,sys3/20_p376_334.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys3/20_p376_334.wav,sys4,sys4/20_p376_334.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys4/20_p376_334.wav,sys2,sys2/20_p376_334.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys2/20_p376_334.wav,sys1,sys1/20_p376_334.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys1/20_p376_334.wav,anchor,anchor/20_p376_334.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/anchor/20_p376_334.wav,sys5,sys5/20_p376_334.wav,https://xhjiang1.github.io/wav4mushra/publish/3.9kbps/sys5/20_p376_334.wav
