trial_id,source_filename,open_reference_relpath,open_reference_url,item1_role,item1_relpath,item1_url,item2_role,item2_relpath,item2_url,item3_role,item3_relpath,item3_url,item4_role,item4_relpath,item4_url,item5_role,item5_relpath,item5_url,item6_role,item6_relpath,item6_url,item7_role,item7_relpath,item7_url,item8_role,item8_relpath,item8_url
11,7127_75947_000033_000001.wav,ref/11_7127_75947_000033_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/ref/11_7127_75947_000033_000001.wav,sys2,sys2/11_7127_75947_000033_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys2/11_7127_75947_000033_000001.wav,sys5,sys5/11_7127_75947_000033_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys5/11_7127_75947_000033_000001.wav,sys4,sys4/11_7127_75947_000033_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys4/11_7127_75947_000033_000001.wav,anchor,anchor/11_7127_75947_000033_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/anchor/11_7127_75947_000033_000001.wav,sys6,sys6/11_7127_75947_000033_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys6/11_7127_75947_000033_000001.wav,hidden_ref,hidden_ref/11_7127_75947_000033_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/hidden_ref/11_7127_75947_000033_000001.wav,sys1,sys1/11_7127_75947_000033_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys1/11_7127_75947_000033_000001.wav,sys3,sys3/11_7127_75947_000033_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys3/11_7127_75947_000033_000001.wav
12,8224_274384_000000_000001.wav,ref/12_8224_274384_000000_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/ref/12_8224_274384_000000_000001.wav,sys5,sys5/12_8224_274384_000000_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys5/12_8224_274384_000000_000001.wav,sys2,sys2/12_8224_274384_000000_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys2/12_8224_274384_000000_000001.wav,sys6,sys6/12_8224_274384_000000_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys6/12_8224_274384_000000_000001.wav,sys4,sys4/12_8224_274384_000000_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys4/12_8224_274384_000000_000001.wav,sys1,sys1/12_8224_274384_000000_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys1/12_8224_274384_000000_000001.wav,anchor,anchor/12_8224_274384_000000_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/anchor/12_8224_274384_000000_000001.wav,hidden_ref,hidden_ref/12_8224_274384_000000_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/hidden_ref/12_8224_274384_000000_000001.wav,sys3,sys3/12_8224_274384_000000_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys3/12_8224_274384_000000_000001.wav
13,5683_32879_000027_000000.wav,ref/13_5683_32879_000027_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/ref/13_5683_32879_000027_000000.wav,hidden_ref,hidden_ref/13_5683_32879_000027_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/hidden_ref/13_5683_32879_000027_000000.wav,anchor,anchor/13_5683_32879_000027_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/anchor/13_5683_32879_000027_000000.wav,sys6,sys6/13_5683_32879_000027_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys6/13_5683_32879_000027_000000.wav,sys5,sys5/13_5683_32879_000027_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys5/13_5683_32879_000027_000000.wav,sys2,sys2/13_5683_32879_000027_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys2/13_5683_32879_000027_000000.wav,sys1,sys1/13_5683_32879_000027_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys1/13_5683_32879_000027_000000.wav,sys4,sys4/13_5683_32879_000027_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys4/13_5683_32879_000027_000000.wav,sys3,sys3/13_5683_32879_000027_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys3/13_5683_32879_000027_000000.wav
14,4077_13754_000023_000004.wav,ref/14_4077_13754_000023_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/ref/14_4077_13754_000023_000004.wav,sys6,sys6/14_4077_13754_000023_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys6/14_4077_13754_000023_000004.wav,sys2,sys2/14_4077_13754_000023_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys2/14_4077_13754_000023_000004.wav,sys4,sys4/14_4077_13754_000023_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys4/14_4077_13754_000023_000004.wav,anchor,anchor/14_4077_13754_000023_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/anchor/14_4077_13754_000023_000004.wav,sys5,sys5/14_4077_13754_000023_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys5/14_4077_13754_000023_000004.wav,sys3,sys3/14_4077_13754_000023_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys3/14_4077_13754_000023_000004.wav,hidden_ref,hidden_ref/14_4077_13754_000023_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/hidden_ref/14_4077_13754_000023_000004.wav,sys1,sys1/14_4077_13754_000023_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys1/14_4077_13754_000023_000004.wav
15,4446_2273_000002_000009.wav,ref/15_4446_2273_000002_000009.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/ref/15_4446_2273_000002_000009.wav,sys1,sys1/15_4446_2273_000002_000009.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys1/15_4446_2273_000002_000009.wav,anchor,anchor/15_4446_2273_000002_000009.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/anchor/15_4446_2273_000002_000009.wav,sys5,sys5/15_4446_2273_000002_000009.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys5/15_4446_2273_000002_000009.wav,sys2,sys2/15_4446_2273_000002_000009.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys2/15_4446_2273_000002_000009.wav,sys6,sys6/15_4446_2273_000002_000009.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys6/15_4446_2273_000002_000009.wav,hidden_ref,hidden_ref/15_4446_2273_000002_000009.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/hidden_ref/15_4446_2273_000002_000009.wav,sys3,sys3/15_4446_2273_000002_000009.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys3/15_4446_2273_000002_000009.wav,sys4,sys4/15_4446_2273_000002_000009.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys4/15_4446_2273_000002_000009.wav
16,3570_5694_000006_000007.wav,ref/16_3570_5694_000006_000007.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/ref/16_3570_5694_000006_000007.wav,sys4,sys4/16_3570_5694_000006_000007.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys4/16_3570_5694_000006_000007.wav,sys1,sys1/16_3570_5694_000006_000007.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys1/16_3570_5694_000006_000007.wav,anchor,anchor/16_3570_5694_000006_000007.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/anchor/16_3570_5694_000006_000007.wav,sys2,sys2/16_3570_5694_000006_000007.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys2/16_3570_5694_000006_000007.wav,sys6,sys6/16_3570_5694_000006_000007.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys6/16_3570_5694_000006_000007.wav,sys5,sys5/16_3570_5694_000006_000007.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys5/16_3570_5694_000006_000007.wav,hidden_ref,hidden_ref/16_3570_5694_000006_000007.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/hidden_ref/16_3570_5694_000006_000007.wav,sys3,sys3/16_3570_5694_000006_000007.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys3/16_3570_5694_000006_000007.wav
17,1995_1826_000016_000008.wav,ref/17_1995_1826_000016_000008.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/ref/17_1995_1826_000016_000008.wav,anchor,anchor/17_1995_1826_000016_000008.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/anchor/17_1995_1826_000016_000008.wav,sys6,sys6/17_1995_1826_000016_000008.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys6/17_1995_1826_000016_000008.wav,sys4,sys4/17_1995_1826_000016_000008.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys4/17_1995_1826_000016_000008.wav,sys2,sys2/17_1995_1826_000016_000008.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys2/17_1995_1826_000016_000008.wav,hidden_ref,hidden_ref/17_1995_1826_000016_000008.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/hidden_ref/17_1995_1826_000016_000008.wav,sys5,sys5/17_1995_1826_000016_000008.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys5/17_1995_1826_000016_000008.wav,sys3,sys3/17_1995_1826_000016_000008.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys3/17_1995_1826_000016_000008.wav,sys1,sys1/17_1995_1826_000016_000008.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys1/17_1995_1826_000016_000008.wav
18,4446_2275_000046_000001.wav,ref/18_4446_2275_000046_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/ref/18_4446_2275_000046_000001.wav,sys1,sys1/18_4446_2275_000046_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys1/18_4446_2275_000046_000001.wav,sys6,sys6/18_4446_2275_000046_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys6/18_4446_2275_000046_000001.wav,sys3,sys3/18_4446_2275_000046_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys3/18_4446_2275_000046_000001.wav,sys5,sys5/18_4446_2275_000046_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys5/18_4446_2275_000046_000001.wav,sys4,sys4/18_4446_2275_000046_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys4/18_4446_2275_000046_000001.wav,anchor,anchor/18_4446_2275_000046_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/anchor/18_4446_2275_000046_000001.wav,sys2,sys2/18_4446_2275_000046_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys2/18_4446_2275_000046_000001.wav,hidden_ref,hidden_ref/18_4446_2275_000046_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/hidden_ref/18_4446_2275_000046_000001.wav
19,260_123288_000032_000001.wav,ref/19_260_123288_000032_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/ref/19_260_123288_000032_000001.wav,hidden_ref,hidden_ref/19_260_123288_000032_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/hidden_ref/19_260_123288_000032_000001.wav,sys3,sys3/19_260_123288_000032_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys3/19_260_123288_000032_000001.wav,sys2,sys2/19_260_123288_000032_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys2/19_260_123288_000032_000001.wav,anchor,anchor/19_260_123288_000032_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/anchor/19_260_123288_000032_000001.wav,sys1,sys1/19_260_123288_000032_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys1/19_260_123288_000032_000001.wav,sys4,sys4/19_260_123288_000032_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys4/19_260_123288_000032_000001.wav,sys5,sys5/19_260_123288_000032_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys5/19_260_123288_000032_000001.wav,sys6,sys6/19_260_123288_000032_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys6/19_260_123288_000032_000001.wav
20,4970_29093_000013_000003.wav,ref/20_4970_29093_000013_000003.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/ref/20_4970_29093_000013_000003.wav,sys3,sys3/20_4970_29093_000013_000003.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys3/20_4970_29093_000013_000003.wav,anchor,anchor/20_4970_29093_000013_000003.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/anchor/20_4970_29093_000013_000003.wav,sys4,sys4/20_4970_29093_000013_000003.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys4/20_4970_29093_000013_000003.wav,sys6,sys6/20_4970_29093_000013_000003.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys6/20_4970_29093_000013_000003.wav,sys1,sys1/20_4970_29093_000013_000003.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys1/20_4970_29093_000013_000003.wav,hidden_ref,hidden_ref/20_4970_29093_000013_000003.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/hidden_ref/20_4970_29093_000013_000003.wav,sys2,sys2/20_4970_29093_000013_000003.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys2/20_4970_29093_000013_000003.wav,sys5,sys5/20_4970_29093_000013_000003.wav,https://xhjiang1.github.io/wav4mushra/publish/0.65kbps/sys5/20_4970_29093_000013_000003.wav
