trial_id,source_filename,open_reference_relpath,open_reference_url,item1_role,item1_relpath,item1_url,item2_role,item2_relpath,item2_url,item3_role,item3_relpath,item3_url,item4_role,item4_relpath,item4_url,item5_role,item5_relpath,item5_url,item6_role,item6_relpath,item6_url,item7_role,item7_relpath,item7_url,item8_role,item8_relpath,item8_url
11,1188_133604_000018_000001.wav,ref/11_1188_133604_000018_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/ref/11_1188_133604_000018_000001.wav,sys5,sys5/11_1188_133604_000018_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys5/11_1188_133604_000018_000001.wav,sys6,sys6/11_1188_133604_000018_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys6/11_1188_133604_000018_000001.wav,anchor,anchor/11_1188_133604_000018_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/anchor/11_1188_133604_000018_000001.wav,sys2,sys2/11_1188_133604_000018_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys2/11_1188_133604_000018_000001.wav,hidden_ref,hidden_ref/11_1188_133604_000018_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/hidden_ref/11_1188_133604_000018_000001.wav,sys3,sys3/11_1188_133604_000018_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys3/11_1188_133604_000018_000001.wav,sys4,sys4/11_1188_133604_000018_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys4/11_1188_133604_000018_000001.wav,sys1,sys1/11_1188_133604_000018_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys1/11_1188_133604_000018_000001.wav
12,237_134500_000005_000009.wav,ref/12_237_134500_000005_000009.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/ref/12_237_134500_000005_000009.wav,sys6,sys6/12_237_134500_000005_000009.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys6/12_237_134500_000005_000009.wav,sys5,sys5/12_237_134500_000005_000009.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys5/12_237_134500_000005_000009.wav,sys4,sys4/12_237_134500_000005_000009.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys4/12_237_134500_000005_000009.wav,sys3,sys3/12_237_134500_000005_000009.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys3/12_237_134500_000005_000009.wav,sys2,sys2/12_237_134500_000005_000009.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys2/12_237_134500_000005_000009.wav,anchor,anchor/12_237_134500_000005_000009.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/anchor/12_237_134500_000005_000009.wav,sys1,sys1/12_237_134500_000005_000009.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys1/12_237_134500_000005_000009.wav,hidden_ref,hidden_ref/12_237_134500_000005_000009.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/hidden_ref/12_237_134500_000005_000009.wav
13,8463_294828_000069_000000.wav,ref/13_8463_294828_000069_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/ref/13_8463_294828_000069_000000.wav,anchor,anchor/13_8463_294828_000069_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/anchor/13_8463_294828_000069_000000.wav,sys3,sys3/13_8463_294828_000069_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys3/13_8463_294828_000069_000000.wav,sys1,sys1/13_8463_294828_000069_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys1/13_8463_294828_000069_000000.wav,hidden_ref,hidden_ref/13_8463_294828_000069_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/hidden_ref/13_8463_294828_000069_000000.wav,sys2,sys2/13_8463_294828_000069_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys2/13_8463_294828_000069_000000.wav,sys5,sys5/13_8463_294828_000069_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys5/13_8463_294828_000069_000000.wav,sys6,sys6/13_8463_294828_000069_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys6/13_8463_294828_000069_000000.wav,sys4,sys4/13_8463_294828_000069_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys4/13_8463_294828_000069_000000.wav
14,3570_5695_000008_000004.wav,ref/14_3570_5695_000008_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/ref/14_3570_5695_000008_000004.wav,sys1,sys1/14_3570_5695_000008_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys1/14_3570_5695_000008_000004.wav,anchor,anchor/14_3570_5695_000008_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/anchor/14_3570_5695_000008_000004.wav,sys2,sys2/14_3570_5695_000008_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys2/14_3570_5695_000008_000004.wav,hidden_ref,hidden_ref/14_3570_5695_000008_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/hidden_ref/14_3570_5695_000008_000004.wav,sys5,sys5/14_3570_5695_000008_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys5/14_3570_5695_000008_000004.wav,sys4,sys4/14_3570_5695_000008_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys4/14_3570_5695_000008_000004.wav,sys6,sys6/14_3570_5695_000008_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys6/14_3570_5695_000008_000004.wav,sys3,sys3/14_3570_5695_000008_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys3/14_3570_5695_000008_000004.wav
15,7176_88083_000018_000001.wav,ref/15_7176_88083_000018_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/ref/15_7176_88083_000018_000001.wav,sys5,sys5/15_7176_88083_000018_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys5/15_7176_88083_000018_000001.wav,sys1,sys1/15_7176_88083_000018_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys1/15_7176_88083_000018_000001.wav,sys4,sys4/15_7176_88083_000018_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys4/15_7176_88083_000018_000001.wav,sys6,sys6/15_7176_88083_000018_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys6/15_7176_88083_000018_000001.wav,anchor,anchor/15_7176_88083_000018_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/anchor/15_7176_88083_000018_000001.wav,hidden_ref,hidden_ref/15_7176_88083_000018_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/hidden_ref/15_7176_88083_000018_000001.wav,sys3,sys3/15_7176_88083_000018_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys3/15_7176_88083_000018_000001.wav,sys2,sys2/15_7176_88083_000018_000001.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys2/15_7176_88083_000018_000001.wav
16,8463_294825_000033_000000.wav,ref/16_8463_294825_000033_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/ref/16_8463_294825_000033_000000.wav,sys2,sys2/16_8463_294825_000033_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys2/16_8463_294825_000033_000000.wav,sys3,sys3/16_8463_294825_000033_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys3/16_8463_294825_000033_000000.wav,sys4,sys4/16_8463_294825_000033_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys4/16_8463_294825_000033_000000.wav,sys5,sys5/16_8463_294825_000033_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys5/16_8463_294825_000033_000000.wav,sys1,sys1/16_8463_294825_000033_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys1/16_8463_294825_000033_000000.wav,anchor,anchor/16_8463_294825_000033_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/anchor/16_8463_294825_000033_000000.wav,hidden_ref,hidden_ref/16_8463_294825_000033_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/hidden_ref/16_8463_294825_000033_000000.wav,sys6,sys6/16_8463_294825_000033_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys6/16_8463_294825_000033_000000.wav
17,4446_2275_000019_000003.wav,ref/17_4446_2275_000019_000003.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/ref/17_4446_2275_000019_000003.wav,sys6,sys6/17_4446_2275_000019_000003.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys6/17_4446_2275_000019_000003.wav,anchor,anchor/17_4446_2275_000019_000003.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/anchor/17_4446_2275_000019_000003.wav,hidden_ref,hidden_ref/17_4446_2275_000019_000003.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/hidden_ref/17_4446_2275_000019_000003.wav,sys3,sys3/17_4446_2275_000019_000003.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys3/17_4446_2275_000019_000003.wav,sys1,sys1/17_4446_2275_000019_000003.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys1/17_4446_2275_000019_000003.wav,sys2,sys2/17_4446_2275_000019_000003.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys2/17_4446_2275_000019_000003.wav,sys5,sys5/17_4446_2275_000019_000003.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys5/17_4446_2275_000019_000003.wav,sys4,sys4/17_4446_2275_000019_000003.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys4/17_4446_2275_000019_000003.wav
18,8455_210777_000009_000000.wav,ref/18_8455_210777_000009_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/ref/18_8455_210777_000009_000000.wav,anchor,anchor/18_8455_210777_000009_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/anchor/18_8455_210777_000009_000000.wav,sys2,sys2/18_8455_210777_000009_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys2/18_8455_210777_000009_000000.wav,sys6,sys6/18_8455_210777_000009_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys6/18_8455_210777_000009_000000.wav,hidden_ref,hidden_ref/18_8455_210777_000009_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/hidden_ref/18_8455_210777_000009_000000.wav,sys1,sys1/18_8455_210777_000009_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys1/18_8455_210777_000009_000000.wav,sys5,sys5/18_8455_210777_000009_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys5/18_8455_210777_000009_000000.wav,sys3,sys3/18_8455_210777_000009_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys3/18_8455_210777_000009_000000.wav,sys4,sys4/18_8455_210777_000009_000000.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys4/18_8455_210777_000009_000000.wav
19,2300_131720_000035_000004.wav,ref/19_2300_131720_000035_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/ref/19_2300_131720_000035_000004.wav,sys3,sys3/19_2300_131720_000035_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys3/19_2300_131720_000035_000004.wav,sys6,sys6/19_2300_131720_000035_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys6/19_2300_131720_000035_000004.wav,sys1,sys1/19_2300_131720_000035_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys1/19_2300_131720_000035_000004.wav,anchor,anchor/19_2300_131720_000035_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/anchor/19_2300_131720_000035_000004.wav,hidden_ref,hidden_ref/19_2300_131720_000035_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/hidden_ref/19_2300_131720_000035_000004.wav,sys5,sys5/19_2300_131720_000035_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys5/19_2300_131720_000035_000004.wav,sys2,sys2/19_2300_131720_000035_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys2/19_2300_131720_000035_000004.wav,sys4,sys4/19_2300_131720_000035_000004.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys4/19_2300_131720_000035_000004.wav
20,2961_961_000004_000036.wav,ref/20_2961_961_000004_000036.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/ref/20_2961_961_000004_000036.wav,hidden_ref,hidden_ref/20_2961_961_000004_000036.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/hidden_ref/20_2961_961_000004_000036.wav,sys5,sys5/20_2961_961_000004_000036.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys5/20_2961_961_000004_000036.wav,sys2,sys2/20_2961_961_000004_000036.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys2/20_2961_961_000004_000036.wav,sys3,sys3/20_2961_961_000004_000036.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys3/20_2961_961_000004_000036.wav,sys4,sys4/20_2961_961_000004_000036.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys4/20_2961_961_000004_000036.wav,sys1,sys1/20_2961_961_000004_000036.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys1/20_2961_961_000004_000036.wav,anchor,anchor/20_2961_961_000004_000036.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/anchor/20_2961_961_000004_000036.wav,sys6,sys6/20_2961_961_000004_000036.wav,https://xhjiang1.github.io/wav4mushra/publish/1.3kbps/sys6/20_2961_961_000004_000036.wav
